Date,predicted_mean
2021-06-15,215.73913539964593
2021-06-16,215.7391353862509
2021-06-17,215.7391353703819
2021-06-18,215.73913537630244
2021-06-21,215.73913539128213
2021-06-22,215.73913539123203
2021-06-23,215.73913537887654
2021-06-24,215.73913537493652
2021-06-25,215.73913538384463
2021-06-28,215.7391353899606
2021-06-29,215.73913538459342
2021-06-30,215.739135377826
2021-07-01,215.73913538006647
2021-07-02,215.73913538636302
2021-07-05,215.73913538654637
2021-07-06,215.73913538141875
2021-07-07,215.73913537961545
2021-07-08,215.7391353832582
2021-07-09,215.73913538591745
2021-07-12,215.73913538377366
2021-07-13,215.73913538089235
2021-07-14,215.73913538172982
2021-07-15,215.73913538437313
2021-07-16,215.73913538453502
2021-07-19,215.73913538240978
2021-07-20,215.7391353815916
2021-07-21,215.7391353830786
2021-07-22,215.7391353842317
2021-07-23,215.73913538337837
2021-07-26,215.73913538215353
2021-07-27,215.73913538246177
2021-07-28,215.73913538357002
2021-07-29,215.73913538367322
2021-07-30,215.73913538279356
2021-08-02,215.7391353824251
2021-08-03,215.739135383031
2021-08-04,215.73913538352974
2021-08-05,215.73913538319135
2021-08-06,215.7391353826715
2021-08-09,215.7391353827827
2021-08-10,215.73913538324678
2021-08-11,215.7391353833047
2021-08-12,215.7391353829411
2021-08-13,215.73913538277623
2021-08-16,215.7391353830226
2021-08-17,215.73913538323782
2021-08-18,215.7391353831042
2021-08-19,215.7391353828839
2021-08-20,215.73913538292294
2021-08-23,215.73913538311703
2021-08-24,215.73913538314739
2021-08-25,215.7391353829973
2021-08-26,215.7391353829239
2021-08-27,215.7391353830239
2021-08-30,215.73913538311655
2021-08-31,215.73913538306402
2021-09-01,215.73913538297077
2021-09-02,215.739135382984
2021-09-03,215.73913538306505
2021-09-06,215.73913538308028
2021-09-07,215.7391353830184
2021-09-08,215.73913538298592
2021-09-09,215.73913538302642
2021-09-10,215.73913538306624
2021-09-13,215.73913538304572
2021-09-14,215.7391353830063
2021-09-15,215.7391353830105
2021-09-16,215.73913538304433
2021-09-17,215.73913538305175
2021-09-20,215.73913538302628
2021-09-21,215.73913538301196
2021-09-22,215.73913538302833
2021-09-23,215.7391353830454
2021-09-24,215.73913538303742
2021-09-27,215.7391353830208
2021-09-28,215.73913538302202
2021-09-29,215.7391353830361
2021-09-30,215.73913538303967
2021-10-01,215.7391353830292
2021-10-04,215.73913538302293
2021-10-05,215.73913538302952
2021-10-06,215.73913538303682
2021-10-07,215.73913538303376
2021-10-08,215.73913538302673
2021-10-11,215.73913538302702
2021-10-12,215.73913538303287
2021-10-13,215.73913538303452
2021-10-14,215.73913538303023
2021-10-15,215.73913538302747
2021-10-18,215.73913538303012
2021-10-19,215.73913538303324
2021-10-20,215.73913538303208
2021-10-21,215.73913538302912
2021-10-22,215.73913538302915
2021-10-25,215.7391353830316
2021-10-26,215.73913538303236
2021-10-27,215.7391353830306
2021-10-28,215.7391353830294
2021-10-29,215.73913538303046
2021-11-01,215.7391353830318
2021-11-02,215.73913538303134
2021-11-03,215.7391353830301
2021-11-04,215.73913538303006
2021-11-05,215.73913538303108
2021-11-08,215.73913538303142
2021-11-09,215.7391353830307
2021-11-10,215.7391353830302
2021-11-11,215.73913538303063
2021-11-12,215.7391353830312
2021-11-15,215.73913538303103
2021-11-16,215.73913538303051
2021-11-17,215.7391353830305
2021-11-18,215.7391353830309
2021-11-19,215.73913538303108
2021-11-22,215.7391353830308
2021-11-23,215.73913538303057
2021-11-24,215.73913538303074
2021-11-25,215.73913538303097
2021-11-26,215.7391353830309
2021-11-29,215.73913538303069
2021-11-30,215.73913538303066
2021-12-01,215.73913538303083
2021-12-02,215.7391353830309
2021-12-03,215.7391353830308
2021-12-06,215.7391353830307
2021-12-07,215.73913538303077
