Date,Close/Last,Volume,Open,High,Low,daily_return,monthly_return,annual_return,50_day_moving_average,200_day_moving_average,Close>Open,Close<Open,Up&Down
2021-11-05,151.28,65463880.0,151.89,152.2,150.06,0.005583621377293291,-0.06275943250108418,,167.4952,,False,True,0.8400000000000034
2021-11-04,150.96,60394620.0,151.58,152.43,150.64,-0.0021152829190903555,-0.06247671096758167,,167.1184,,False,True,-0.3199999999999932
2021-11-03,151.49,54511530.0,150.39,151.97,149.82,0.0035108638049814456,-0.05643101837433817,,166.6868,,True,False,0.5300000000000011
2021-11-02,150.02,69121990.0,148.66,151.57,148.65,-0.009703610799392637,-0.04972445683157023,,166.2434,,True,False,-1.4699999999999989
2021-11-01,148.96,74588260.0,148.985,149.7,147.8,-0.007065724570057386,-0.029513323343540288,,165.71200000000002,,False,True,-1.0600000000000023
2021-10-29,149.8,124953200.0,147.215,149.94,146.4128,0.005639097744360999,-0.007947019867549643,,165.2064,,True,False,0.8400000000000034
2021-10-28,152.57,100077900.0,149.82,153.165,149.72,0.01849132176234969,0.017133333333333223,,164.81400000000002,,True,False,2.769999999999982
2021-10-27,148.85,56094930.0,149.36,149.73,148.49,-0.024382250770138336,-0.007600506700446763,,164.34759999999997,,False,True,-3.719999999999999
2021-10-26,149.32,60893400.0,149.33,150.84,149.0101,0.003157541148807619,0.009805910597145973,,163.894,,False,True,0.46999999999999886
2021-10-25,148.64,50720560.0,148.68,149.37,147.6211,-0.0045539780337530145,0.004867495943753353,,163.3684,,False,True,-0.6800000000000068
2021-10-22,148.69,58883440.0,149.69,150.18,148.64,0.0003363832077503126,-0.014057423247795242,,162.7482,,False,True,0.05000000000001137
2021-10-21,149.48,61420990.0,148.81,149.64,147.87,0.005313067455780418,-0.006381281574049491,,162.0976,,True,False,0.789999999999992
2021-10-20,149.26,58418790.0,148.7,149.7539,148.12,-0.001471768798501416,-0.013352723426758417,,161.53140000000002,,True,False,-0.21999999999999886
2021-10-19,148.76,76378890.0,147.01,149.17,146.55,-0.003349859305909142,-0.014573396926338189,,160.9426,,True,False,-0.5
2021-10-18,146.55,85589180.0,143.445,146.84,143.16,-0.014856144124764548,-0.03260941316258492,,160.286,,True,False,-2.2099999999999795
2021-10-15,144.84,67940330.0,143.77,144.895,143.51,-0.011668372569089147,-0.034528729502733,,159.597,,True,False,-1.710000000000008
2021-10-14,143.76,69907100.0,142.11,143.88,141.51,-0.0074565037282519064,-0.034908700322234254,,158.8656,,True,False,-1.0800000000000125
2021-10-13,140.91,78762720.0,141.235,141.4,139.2,-0.01982470784641066,-0.05934579439252341,,158.1582,,False,True,-2.8499999999999943
2021-10-12,141.51,73035860.0,143.23,143.25,141.0401,0.004258037044922336,-0.07249131546175525,,157.47560000000001,,False,True,0.5999999999999943
2021-10-11,142.81,64452220.0,142.27,144.81,141.81,0.009186629920147071,-0.04057776284850512,,156.872,,True,False,1.3000000000000114
2021-10-08,142.9,58773160.0,144.03,144.1781,142.56,0.0006302079686297812,-0.04299491025984459,,156.335,,False,True,0.09000000000000341
2021-10-07,143.29,61732660.0,143.06,144.215,142.72,0.0027291812456262665,-0.035993003229278786,,155.77800000000002,,True,False,0.38999999999998636
2021-10-06,142.0,83221120.0,139.47,142.15,138.37,-0.009002721753088139,-0.04499293832806506,,155.1728,,True,False,-1.289999999999992
2021-10-05,141.11,80861060.0,139.49,142.24,139.36,-0.006267605633802686,-0.05599411292480583,,154.409,,True,False,-0.8899999999999864
2021-10-04,139.14,98322010.0,141.76,142.21,138.27,-0.01396073984834545,-0.06780115235160122,,153.7052,,False,True,-1.9700000000000273
2021-10-01,142.65,94639580.0,141.9,142.92,139.1101,0.025226390685640476,-0.04107286905081997,,153.0434,,True,False,3.5100000000000193
2021-09-30,141.5,89056660.0,143.66,144.378,141.28,-0.008061689449702092,-0.03445922893210518,,152.2844,,False,True,-1.1500000000000057
2021-09-29,142.83,74602040.0,142.47,144.45,142.03,0.009399293286219246,-0.013877381938690925,,151.6498,,True,False,1.3300000000000125
2021-09-28,141.91,108972300.0,143.25,144.75,141.69,-0.00644122383252832,-0.012868670005564797,,150.9864,,False,True,-0.9200000000000159
2021-09-27,145.37,74150730.0,145.47,145.96,143.82,0.02438165034176598,0.03165140870058902,,150.47019999999998,,False,True,3.460000000000008
2021-09-24,146.92,53477870.0,145.66,147.4701,145.56,0.0106624475476369,0.03823051374461173,,150.10219999999998,,True,False,1.549999999999983
2021-09-23,146.83,64838170.0,146.65,147.08,145.64,-0.0006125782738903851,0.028149289265457567,,149.802,,True,False,-0.08999999999997499
2021-09-22,145.85,76404340.0,144.45,146.43,143.7001,-0.006674385343594769,0.020643806857942426,,149.4438,,True,False,-0.9800000000000182
2021-09-21,143.43,75833960.0,143.93,144.6,142.78,-0.016592389441206667,0.0009770395701027557,,149.017,,False,True,-2.4199999999999875
2021-09-20,142.94,123478900.0,143.8,144.84,141.27,-0.00341630063445586,0.0066197183098590795,,148.5698,,False,True,-0.4900000000000091
2021-09-17,146.06,129868800.0,148.82,148.82,145.76,0.021827340142717366,0.035079016370207494,,148.2862,,False,True,3.1200000000000045
2021-09-16,148.79,68034150.0,148.44,148.97,147.221,0.01869094892509926,0.06935460687077777,,148.1258,,True,False,2.7299999999999898
2021-09-15,149.03,83281320.0,148.56,149.44,146.37,0.0016130116271255712,0.04472485103399926,,147.8676,,True,False,0.2400000000000091
2021-09-14,148.12,109296300.0,150.35,151.07,146.91,-0.006106153123532132,0.04678445229681971,,147.6018,,False,True,-0.9099999999999966
2021-09-13,149.55,102404300.0,150.63,151.42,148.75,0.009654334323521585,0.04704893929846676,,147.3724,,False,True,1.4300000000000068
2021-09-10,148.97,140893200.0,155.0,155.48,148.7,-0.0038783015713809155,0.049749841448805565,,147.1408,,False,True,-0.5800000000000125
2021-09-09,154.07,57305730.0,155.49,156.11,153.95,0.034235080888769476,0.05984728623512403,,147.0648,,False,True,5.099999999999994
2021-09-08,155.11,74420210.0,156.98,157.04,153.975,0.006750178490296799,0.05574462292404059,,147.0972,,False,True,1.0400000000000205
2021-09-07,156.69,82278260.0,154.97,157.26,154.39,0.010186319386241927,0.06715248927330908,,147.211,,True,False,1.579999999999984
2021-09-03,154.3,57866070.0,153.76,154.63,153.09,-0.015253047418469556,0.05793623585875918,,147.297,,True,False,-2.3899999999999864
2021-09-02,153.65,71171320.0,153.87,154.72,152.4,-0.004212572909915835,0.07125427037579302,,147.3702,,False,True,-0.6500000000000057
2021-09-01,152.51,80313710.0,152.83,154.98,152.34,-0.007419459811259466,0.06695116832237291,,147.46300000000002,,False,True,-1.1400000000000148
2021-08-31,151.83,86453120.0,152.66,152.8,151.29,-0.004458724018096993,0.03950431329590587,,147.5412,,False,True,-0.6799999999999784
2021-08-30,153.12,90956720.0,149.0,153.49,148.61,0.008496344595929628,0.0291014181060556,,147.5874,,True,False,1.289999999999992
2021-08-27,148.6,55802390.0,147.48,148.75,146.83,-0.029519331243469282,-0.0028853251023284177,,147.5506,,True,False,-4.52000000000001
2021-08-26,147.54,48597200.0,148.35,149.12,147.51,-0.007133243606998629,-0.003915743991358411,,147.4758,,False,True,-1.0600000000000023
2021-08-25,148.36,58991300.0,149.81,150.32,147.8,0.005557814829876717,-0.007957204948177865,,147.4238,,False,True,0.8200000000000216
2021-08-24,149.62,48606430.0,149.45,150.86,149.15,0.008492855217039574,0.004363294623078495,,147.38639999999998,,True,False,1.259999999999991
2021-08-23,149.71,60131810.0,148.31,150.19,147.89,0.000601523860446429,-0.028298825209320366,,147.3802,,True,False,0.09000000000000341
2021-08-20,148.19,60549630.0,147.44,148.5,146.78,-0.010152962393961684,-0.044613500096705616,,147.3648,,True,False,-1.5200000000000102
2021-08-19,146.7,86960310.0,145.03,148.0,144.5,-0.010054659558674683,-0.0637564618035612,,147.30280000000002,,True,False,-1.490000000000009
2021-08-18,146.36,86325990.0,149.8,150.72,146.15,-0.002317655078391101,-0.05145819831497078,,147.17860000000002,,False,True,-0.339999999999975
2021-08-17,150.19,92229740.0,150.23,151.68,149.09,0.026168352008745455,-0.022518711356980248,,147.2054,,False,True,3.829999999999984
2021-08-16,151.12,103558800.0,148.535,151.19,146.47,0.006192156601638077,-0.009114156448757349,,147.2414,,True,False,0.9300000000000068
2021-08-13,149.1,59375010.0,148.97,149.4444,148.27,-0.013366860772895728,-0.017980636237897807,,147.2506,,True,False,-2.0200000000000102
2021-08-12,148.89,73779110.0,146.19,149.05,145.84,-0.0014084507042253502,-0.027625391849529946,,147.2546,,True,False,-0.21000000000000796
2021-08-11,145.86,48493460.0,146.05,146.72,145.53,-0.020350594398549138,-0.018438761776581325,,147.1822,,False,True,-3.0299999999999727
2021-08-10,145.6,69023080.0,146.44,147.71,145.3,-0.0017825311942960553,-0.013148976548732483,,147.109,,False,True,-0.2600000000000193
2021-08-09,146.09,48908690.0,146.2,146.7,145.52,0.0033653846153847145,-0.015300620113238184,,147.05560000000003,,False,True,0.4900000000000091
2021-08-06,146.14,54126810.0,146.35,147.11,145.63,0.00034225477445404273,-0.023258922603930032,,147.0474,,False,True,0.04999999999998295
2021-08-05,147.06,46397670.0,146.98,147.84,146.17,0.006295333242096746,-0.017700888384209468,,147.0918,,True,False,0.9200000000000159
2021-08-04,146.95,56368270.0,147.27,147.79,146.28,-0.0007479940160479703,-0.00836763614278968,,147.1556,,False,True,-0.11000000000001364
2021-08-03,147.36,64786620.0,145.81,148.045,145.18,0.0027900646478395963,0.0044989775051127445,,147.28459999999998,,True,False,0.410000000000025
2021-08-02,145.52,62879960.0,146.36,146.95,145.25,-0.012486427795874055,-0.005739273025416769,,147.3648,,False,True,-1.8400000000000034
2021-07-30,145.86,70440630.0,144.38,146.33,144.11,0.002336448598130758,-0.028830148478593665,,147.4258,,True,False,0.3400000000000034
2021-07-29,145.64,56699480.0,144.685,146.55,144.58,-0.0015082956259429015,-0.03626257278983602,,147.48059999999998,,True,False,-0.22000000000002728
2021-07-28,144.98,118931200.0,144.81,146.97,142.54,-0.004531722054380682,-0.02763246143527842,,147.5144,,True,False,-0.6599999999999966
2021-07-27,146.77,104818600.0,149.12,149.21,145.55,0.012346530555938928,-0.014238699711196068,,147.6098,,False,True,1.7900000000000205
2021-07-26,148.99,72434090.0,148.27,149.83,147.7,0.015125706888328594,0.02145893322363901,,147.7674,,True,False,2.219999999999999
2021-07-23,148.56,71447420.0,147.55,148.7177,146.92,-0.002886099738237502,0.02032967032967048,,147.9558,,True,False,-0.4300000000000068
2021-07-22,146.8,77338160.0,145.935,148.195,145.81,-0.01184706515885836,0.004860017797248428,,148.0388,,True,False,-1.759999999999991
2021-07-21,145.4,74993460.0,145.53,146.13,144.63,-0.0095367847411445,-0.005063637607773286,,148.1168,,False,True,-1.4000000000000057
2021-07-20,146.15,96350040.0,143.46,147.0997,142.96,0.005158184319119741,-0.0061879504963959775,,148.1832,,True,False,0.75
2021-07-19,142.45,121434600.0,143.75,144.07,141.67,-0.025316455696202667,-0.030622660768969023,,148.19400000000002,,False,True,-3.700000000000017
2021-07-16,146.39,93251430.0,148.46,149.76,145.88,0.027658827658827656,-0.0065825190010859735,,148.2144,,False,True,3.9399999999999977
2021-07-15,148.48,106820300.0,149.24,150.0,147.09,0.014276931484391131,0.020340846619021358,,148.24560000000002,,False,True,2.0900000000000034
2021-07-14,149.15,127050800.0,148.1,149.57,147.68,0.004512392241379448,0.022555875497051847,,148.292,,True,False,0.6700000000000159
2021-07-13,145.64,100827100.0,144.03,147.46,143.63,-0.023533355682199275,0.0,,148.2878,,True,False,-3.5100000000000193
2021-07-12,144.5,76299720.0,146.21,146.32,144.0,-0.007827519912111947,-0.0033108014898606264,,148.3092,,False,True,-1.1399999999999864
2021-07-09,145.11,99890800.0,142.75,145.65,142.6522,0.004221453287197363,-0.011310213258840296,,148.3526,,True,False,0.6100000000000136
2021-07-08,143.24,105575500.0,141.58,144.06,140.665,-0.012886775549583063,-0.03859319417410567,,148.2962,,True,False,-1.8700000000000045
2021-07-07,144.57,104911600.0,143.535,144.89,142.66,0.009285115889416273,-0.026857835218093706,,148.2118,,True,False,1.329999999999984
2021-07-06,142.02,108181800.0,140.07,143.15,140.07,-0.01763851421456719,-0.032561307901907366,,148.0716,,True,False,-2.549999999999983
2021-07-02,139.96,78945570.0,137.9,140.0,137.745,-0.014504999295873788,-0.03741403026134804,,147.9084,,True,False,-2.0600000000000023
2021-07-01,137.27,52485780.0,136.6,137.33,135.76,-0.019219777079165445,-0.06075949367088607,,147.6628,,True,False,-2.6899999999999977
2021-06-30,136.96,63261390.0,136.17,137.41,135.87,-0.0022583230130399645,-0.038539838539838445,,147.4226,,True,False,-0.3100000000000023
2021-06-29,136.33,64556080.0,134.8,136.49,134.35,-0.004599883177570097,-0.06872054102056135,,147.0678,,True,False,-0.6299999999999955
2021-06-28,134.78,62111300.0,133.41,135.245,133.35,-0.011369471136213671,-0.09226831896551713,,146.6612,,True,False,-1.5500000000000114
2021-06-25,133.11,70783750.0,133.46,133.89,132.81,-0.012390562397981753,-0.10754274220583304,,146.18959999999998,,False,True,-1.6699999999999875
2021-06-24,133.41,68711000.0,134.45,134.64,132.93,0.0022537750732476436,-0.08397418291678105,,145.7718,,False,True,0.29999999999998295
2021-06-23,133.7,60214200.0,133.77,134.32,133.23,0.0021737500936960252,-0.07474048442906578,,145.3728,,False,True,0.28999999999999204
2021-06-22,133.98,74783620.0,132.13,134.08,131.62,0.0020942408376962707,-0.076700434153401,,145.0022,,True,False,0.28000000000000114
2021-06-21,132.3,79663320.0,130.3,132.41,129.21,-0.0125391849529779,-0.07637531415805643,,144.6116,,True,False,-1.6799999999999784
2021-06-18,130.46,108953300.0,130.71,131.51,130.24,-0.013907785336356837,-0.0975997786539392,,144.1584,,False,True,-1.8400000000000034
2021-06-17,131.79,96721670.0,129.8,132.55,129.65,0.010194695692166134,-0.07203210815378125,,143.82219999999998,,True,False,1.329999999999984
2021-06-16,130.15,91815030.0,130.37,130.89,128.461,-0.012444039760224457,-0.07009145470134326,,143.47439999999997,,False,True,-1.6399999999999864
2021-06-15,129.64,62746330.0,129.94,130.6,129.39,-0.0039185555128699034,-0.055583885772565234,,143.1,,False,True,-0.5100000000000193
2021-06-14,130.48,96906490.0,127.82,130.54,127.07,0.00647948164146861,-0.04731308411214963,,142.7172,,True,False,0.8400000000000034
2021-06-11,127.35,53522370.0,126.53,127.44,126.1,-0.023988350705088868,-0.06586958116335373,,142.27,,True,False,-3.1299999999999955
2021-06-10,126.11,71186420.0,127.02,128.19,125.94,-0.00973694542599135,-0.06432705149131923,,141.8284,,False,True,-1.2399999999999949
2021-06-09,127.13,56877940.0,127.21,127.75,126.52,0.00808817698834341,-0.044925249793404065,,141.43699999999998,,False,True,1.019999999999996
2021-06-08,126.74,74403770.0,126.6,128.46,126.2101,-0.003067725949815192,-0.04999625215501091,,141.0446,,True,False,-0.39000000000000057
2021-06-07,125.9,71057550.0,126.17,126.32,124.8321,-0.006627741833675205,-0.058339566192969206,,140.55880000000002,,False,True,-0.8399999999999892
2021-06-04,125.89,75169340.0,124.07,126.16,123.85,-7.942811755368151e-05,-0.06038214658904306,,140.0542,,True,False,-0.010000000000005116
2021-06-03,123.54,76229170.0,124.68,124.85,123.13,-0.018667090316943358,-0.06621315192743771,,139.543,,False,True,-2.3499999999999943
2021-06-02,125.06,59278860.0,124.28,125.24,124.05,0.012303707301278832,-0.04139199754714096,,139.0664,,True,False,1.519999999999996
2021-06-01,124.28,67637120.0,125.08,125.35,123.94,-0.006237006237006293,-0.05698459670688205,,138.63479999999998,,False,True,-0.7800000000000011
2021-05-28,124.61,71311110.0,125.57,125.8,124.55,0.0026552944962987546,-0.0425662696888206,,138.215,,False,True,0.3299999999999983
2021-05-27,125.28,94625600.0,126.44,127.64,125.08,0.0053767755396838535,-0.03363159518667069,,137.7988,,False,True,0.6700000000000017
2021-05-26,126.85,56575920.0,126.955,127.39,126.42,0.012531928480204346,-0.027820355610055136,,137.413,,False,True,1.5699999999999932
2021-05-25,126.9,72009480.0,127.82,128.32,126.32,0.0003941663381947791,-0.0035335689045935537,,137.00979999999998,,False,True,0.05000000000001137
2021-05-24,127.1,63092950.0,126.01,127.94,125.94,0.0015760441292356209,0.007850289429862878,,136.6128,,True,False,0.19999999999998863
2021-05-21,125.43,79295440.0,127.82,128.0,125.21,-0.013139260424862242,-0.01337213875560439,,136.1742,,False,True,-1.6699999999999875
2021-05-20,127.31,76857120.0,125.23,127.72,125.1,0.014988439767200878,0.004497396244279583,,135.81,,True,False,1.8799999999999955
2021-05-19,124.69,92611990.0,123.16,124.915,122.86,-0.02057968737726812,-0.009610802223987358,,135.3866,,True,False,-2.6200000000000045
2021-05-18,124.85,63342930.0,126.56,126.99,124.78,0.0012831822920842395,-0.008261180395583545,,134.9708,,False,True,0.1599999999999966
2021-05-17,126.27,74116550.0,126.82,126.93,125.17,0.011373648378053769,0.022098105876638963,,134.5966,,False,True,1.4200000000000017
2021-05-14,127.45,81917950.0,126.25,127.89,125.85,0.00934505424883203,0.019110826803134584,,134.21020000000001,,True,False,1.1800000000000068
2021-05-13,124.97,105861300.0,124.58,126.15,124.26,-0.019458611220086297,0.005551979401351659,,133.72979999999998,,True,False,-2.480000000000004
2021-05-12,122.77,112172300.0,123.4,124.64,122.25,-0.017604225014003383,-0.014766070138833132,,133.214,,False,True,-2.200000000000003
2021-05-11,125.91,126142800.0,123.5,126.27,122.77,0.02557628085037056,0.005028735632183867,,132.7962,,True,False,3.1400000000000006
2021-05-10,126.85,88071230.0,129.41,129.54,126.81,0.007465650067508545,0.0,,132.42520000000002,,False,True,0.9399999999999977
2021-05-07,130.21,78973270.0,130.85,131.2582,129.475,0.026487977926685113,0.02608353033884958,,132.1064,,False,True,3.3600000000000136
2021-05-06,129.74,78128330.0,127.89,129.75,127.13,-0.003609553797711329,0.020771046420141825,,131.85219999999998,,True,False,-0.46999999999999886
2021-05-05,128.1,84000900.0,129.2,130.45,127.97,-0.012640665947279306,0.02128677349916286,,131.4864,,False,True,-1.6400000000000148
2021-05-04,127.85,137564700.0,131.19,131.4899,126.7,-0.0019516003122560521,0.004241614955620143,,131.0738,,False,True,-0.25
2021-05-03,132.54,75135100.0,132.04,134.07,131.83,0.03668361360969885,0.06295613120538923,,130.7416,150.28395,True,False,4.689999999999998
2021-04-30,131.46,109839500.0,131.78,133.56,131.065,-0.008148483476686175,0.05294353223868664,,130.458,150.09685,False,True,-1.079999999999984
2021-04-29,133.48,151101000.0,136.47,137.07,132.45,0.015365890765251633,0.05709986536786249,,130.23760000000001,149.92105,False,True,2.019999999999982
2021-04-28,133.58,107760100.0,134.31,135.02,133.08,0.0007491759065030301,0.048097293056100554,,130.007,149.72835,False,True,0.10000000000002274
2021-04-27,134.39,66015800.0,135.01,135.41,134.11,0.006063782003293605,0.07537809074177804,,129.83,149.5189,False,True,0.8099999999999739
