Date,Close/Last,Volume,Open,High,Low,daily_return,monthly_return,annual_return,50_day_moving_average,200_day_moving_average,Close>Open,Close<Open,Up&Down
02/11/2022,4418.64,--,4506.27,4526.33,4401.41,,,,,,False,True,
02/10/2022,4504.08,--,4553.24,4588.92,4484.31,0.01933626636250052,,,,,False,True,85.4399999999996
02/09/2022,4587.18,--,4547.0,4590.03,4547.0,0.018449938722225223,,,,,True,False,83.10000000000036
02/08/2022,4521.54,--,4480.02,4531.32,4465.4,-0.014309445018508171,,,,,True,False,-65.64000000000033
02/07/2022,4483.87,--,4505.75,4521.86,4471.47,-0.008331232279267686,,,,,False,True,-37.67000000000007
02/04/2022,4500.53,--,4482.79,4539.66,4451.5,0.0037155403702604506,,,,,True,False,16.659999999999854
02/03/2022,4477.44,--,4535.41,4542.88,4470.39,-0.005130506851415362,,,,,False,True,-23.090000000000146
02/02/2022,4589.38,--,4566.39,4595.31,4544.32,0.025000893367638666,,,,,True,False,111.94000000000051
02/01/2022,4546.54,--,4519.57,4550.49,4483.53,-0.009334594215340664,,,,,True,False,-42.840000000000146
01/31/2022,4515.55,--,4431.79,4516.89,4414.02,-0.006816172298055201,,,,,True,False,-30.98999999999978
01/28/2022,4431.85,--,4336.19,4432.72,4292.46,-0.0185359480019045,,,,,True,False,-83.69999999999982
01/27/2022,4326.51,--,4380.58,4428.74,4309.5,-0.023768854992835986,,,,,False,True,-105.34000000000015
01/26/2022,4349.93,--,4408.43,4453.23,4304.8,0.005413138996558375,-0.015550033494468929,,,,False,True,23.420000000000073
01/25/2022,4356.45,--,4366.64,4411.01,4287.11,0.001498874694535246,-0.032776948899664315,,,,False,True,6.519999999999527
01/24/2022,4410.13,--,4356.32,4417.35,4222.62,0.01232195939354308,-0.038596697753303766,,,,True,False,53.68000000000029
01/21/2022,4397.94,--,4471.38,4494.52,4395.34,-0.002764090854464718,-0.027335819212038426,,,,False,True,-12.19000000000051
01/20/2022,4482.73,--,4547.35,4602.11,4477.95,0.019279480847851582,-0.00025424465918955086,,,,False,True,84.78999999999996
01/19/2022,4532.76,--,4588.03,4611.55,4530.2,0.011160609717739023,0.007161378770944804,,,,False,True,50.030000000000655
01/18/2022,4577.11,--,4632.24,4632.24,4568.7,0.00978432566471632,0.022260488136077727,,,,False,True,44.349999999999454
01/14/2022,4662.85,--,4637.99,4665.13,4614.75,0.01873234420846348,0.016008698342695693,,,,True,False,85.74000000000069
01/13/2022,4659.03,--,4733.56,4744.13,4650.29,-0.0008192414510440615,0.024741891636277158,,,,False,True,-3.8200000000006185
01/12/2022,4726.35,--,4728.59,4748.83,4706.71,0.01444935963065297,0.04668312830109289,,,,False,True,67.32000000000062
01/11/2022,4713.07,--,4669.14,4714.13,4638.27,-0.0028097792165202584,0.06345431366133769,,,,True,False,-13.280000000000655
01/10/2022,4670.29,--,4655.34,4673.02,4582.24,-0.009076886190954037,0.07945896346015613,,,,True,False,-42.779999999999745
01/07/2022,4677.03,--,4697.66,4707.95,4662.74,0.001443165199591423,0.07519661235927932,,,,False,True,6.739999999999782
01/06/2022,4696.05,--,4693.39,4725.01,4671.26,0.004066683343917132,0.07795337947181769,,,,True,False,19.020000000000437
01/05/2022,4700.58,--,4787.99,4797.7,4699.44,0.0009646404957357468,0.06585973656105382,,,,False,True,4.529999999999745
01/04/2022,4793.54,--,4804.51,4818.62,4774.27,0.01977628292678779,0.08995120442752746,,,,False,True,92.96000000000004
01/03/2022,4796.56,--,4778.14,4796.64,4758.17,0.0006300145612638808,0.07000867774771202,,,,True,False,3.0200000000004366
12/31/2021,4766.18,--,4775.21,4786.83,4765.75,-0.0063337058225061416,0.051496218639416114,,,,False,True,-30.38000000000011
12/30/2021,4778.73,--,4794.23,4808.93,4775.33,0.002633135970525613,0.04404962956975034,,,,False,True,12.549999999999272
12/29/2021,4793.06,--,4788.64,4804.06,4778.08,0.002998704676765662,0.02792498150272893,,,,True,False,14.330000000000837
12/28/2021,4786.35,--,4795.49,4807.02,4780.04,-0.0013999407476643633,0.02732757677027209,,,,False,True,-6.710000000000036
12/27/2021,4791.19,--,4733.99,4791.49,4733.99,0.001011208958809684,0.013718831656563513,,,,True,False,4.839999999999236
12/23/2021,4725.79,--,4703.96,4740.74,4703.96,-0.01365005353576032,0.002698877801518007,,,,True,False,-65.39999999999964
12/22/2021,4696.56,--,4650.36,4697.67,4645.53,-0.006185209245438195,0.005624918366953668,,,,True,False,-29.229999999999563
12/21/2021,4649.23,--,4594.96,4651.14,4583.16,-0.010077588703221285,-0.005943943057880818,,,,True,False,-47.33000000000084
12/20/2021,4568.02,--,4587.9,4587.9,4531.1,-0.017467408581635868,-0.02726333833753891,,,,False,True,-81.20999999999913
12/17/2021,4620.64,--,4652.5,4666.7,4600.22,0.011519214013949064,-0.017006411974692437,,,,False,True,52.61999999999989
12/16/2021,4668.67,--,4719.13,4731.99,4651.89,0.010394663942657312,-0.02604964180960212,,,,False,True,48.029999999999745
12/15/2021,4709.85,--,4636.46,4712.6,4611.22,0.008820499199986287,-0.01807753890288044,,,,True,False,41.18000000000029
12/14/2021,4634.09,--,4642.99,4660.47,4606.52,-0.016085437965115745,-0.027714018354321523,,,,False,True,-75.76000000000022
12/13/2021,4668.97,--,4710.3,4710.3,4667.6,0.0075268283524920765,-0.022968445591192488,,,,False,True,34.88000000000011
12/10/2021,4712.02,--,4687.64,4713.57,4670.24,0.009220449049790469,-0.016907779164041292,,,,True,False,43.05000000000018
12/09/2021,4667.45,--,4691.0,4695.26,4665.98,-0.009458788375261706,-0.024841476281509012,,,,False,True,-44.57000000000062
12/08/2021,4701.21,--,4690.86,4705.06,4674.52,0.007233071591554285,-0.018780303014491073,,,,True,False,33.76000000000022
12/07/2021,4686.75,--,4631.97,4694.04,4631.97,-0.003075803888786033,-0.008261052649398248,,,,True,False,-14.460000000000036
12/06/2021,4591.67,--,4548.37,4612.6,4540.51,-0.020286979250013326,-0.022333367400821147,,,,True,False,-95.07999999999993
12/03/2021,4538.43,--,4589.49,4608.03,4495.12,-0.01159490991295098,-0.0238319033474359,,,,False,True,-53.23999999999978
12/02/2021,4577.1,--,4504.73,4595.46,4504.73,0.00852056768530085,0.0019877321027490513,,4608.7494,,True,False,38.67000000000007
12/01/2021,4513.04,--,4602.82,4652.94,4510.27,-0.013995761508378779,-0.023286817410575256,,4610.6374,,False,True,-64.0600000000004
